",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,"
",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,"
",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,"
",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,"
",,,,",",,,,",",,,,",",,,,",",,,,",",,,,","road,road,road_2,,",",,,,",",,,,",",,,9,6",",,,9,6",",,,9,6",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,"
",,,,",",,,,",",,,,",",,,,",",,,,",",,,,","road,road,road_2,,",",,,,",",,,,",",,,9,6",",,,9,6",",,,9,6",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,"
",,,,",",,,,",",,,,",",,,,",",,,,",",,,,","road,road,road_2,,",",,,,",",,,,","building,,large_apartments_2,,",",,,9,6",",,,9,6",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,"
",,,,",",,,,",",,,,",",,,,",",,,,",",,,,","road,road,road_2,,",",,,7,9",",,,7,9",",,,7,9",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,"
",,,,",",,,,",",,,,",",,,,",",,,,",",,,,","road,road,road_2,,",",,,7,9",",,,7,9",",,,7,9",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,"
",,,,",",,,,",",,,,",",,,,",",,,,",",,,,","road,road,road_2,,","building,,large_condo_1,,",",,,7,9",",,,7,9",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,",",,,,"
